id,timestamp,symbol,direction,raw_probability,calibrated_probability,expected_value,data_quality_score,entry_price,target_price,stop_price,strategy_version,model_version,feature_version,regime,outcome,outcome_timestamp,realized_return,realized_mfe,realized_mae,transaction_cost,slippage,net_return,status,rejection_reason,provenance_json,created_at,updated_at,exit_price,universe_version,data_timestamp,market_timestamp,evaluation_mode,exit_reason,signal_eligibility,outcome_verified,quantity,capital_allocation,risk_amount,gross_pnl,pnl_percentage,fees,net_pnl,asset_class,instrument_id,instrument_type,prediction_id,provenance_id,asset_type,exchange,underlying_symbol,signal_type,signal_rating,conviction,entry_zone_low,entry_zone_high,current_price,price_timestamp,derivative_symbol,contract_multiplier,derivative_entry,derivative_current,derivative_target,derivative_stop,premium_timestamp,signal_timestamp,last_updated_at,entry_timestamp,exit_timestamp,lifecycle_state,outcome_status,verification_level,risk_amount_abs,reward_amount_abs,expected_return,feature_snapshot_id,market_snapshot_id,model_run_id,decision_id,created_by,calculation_version,pnl_engine_version,outcome_engine_version,reconstruction_version,last_reconciled_at,record_hash,audit_status,strike,expiry,option_type,underlying_price,underlying_price_timestamp,price_adjustment_factor,price_source,price_status,risk_reward_ratio,run_id,dataset_type,quality_class
sig_CUMMINSIND_202608241002,2026-08-24 10:02:26.103215,CUMMINSIND,SHORT,0.5,0.6333939063372855,31.01,0.707159389542824,5164.5,5009.565,5319.435,v2.2,202608180605,v1.0.0,BULLISH,,2026-09-02 07:24:00,3.000000000000008,3.0496659889631137,-1.8201181140478264,0.1,0.1,2.800000000000008,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 10:02:26.103215,2026-09-06 06:32:36.694470,5009.565,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,3.000000000000008,0.1,2.800000000000008,EQUITY,CUMMINSIND.NS,EQUITY,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-08-24 10:02:26.103215,2026-09-06 06:32:36.694470,,,TERMINAL,,4,154.9350000000004,154.9350000000004,0.31010000000000004,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,b3e6b5f48f93e81d76cae4baf53fe16526c36be7944300d4aaf2277d140609d4,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_DIXON_202608241002,2026-08-24 10:02:36.618518,DIXON,SHORT,0.5,0.5534179153301777,17.51,0.707074194568287,14530.0,14094.1,14965.9,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-25 09:44:00,-2.9999999999999973,0.8947006194081212,-3.1658637302133514,0.1,0.1,-3.1999999999999975,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 10:02:36.618518,2026-09-06 06:32:36.694470,14965.9,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,,,-3.1999999999999975,EQUITY,DIXON.NS,EQUITY,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-08-24 10:02:36.618518,2026-09-06 06:32:36.694470,,,TERMINAL,,4,435.89999999999964,435.89999999999964,0.1751,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,03dd07dee0124e1453a8c7dbb98670935144ff7fbc69a9096806be238b1ca611,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_GLENMARK_202608241002,2026-08-24 10:02:53.747506,GLENMARK,LONG,0.5,0.610994783515157,11.14,0.7069354099675926,2391.0,2462.73,2319.27,v2.2,202608180606,v1.0.0,BULLISH,,2026-08-27 03:45:00,3.000000000000001,3.132576425920117,-0.6022543849330824,0.1,0.1,2.8000000000000007,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 10:02:53.747506,2026-09-06 06:32:36.694470,2462.73,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,3.000000000000001,0.1,2.8000000000000007,EQUITY,GLENMARK.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 10:02:53.747506,2026-09-06 06:32:36.694470,,,TERMINAL,,4,71.73000000000002,71.73000000000002,0.1114,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,f242ac15db511541d10ed830a119edb307b56241c844e03bea1621d8a3ebd951,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_INFY_202608241003,2026-08-24 10:03:24.385049,INFY,LONG,0.5,0.7121226446895983,12.54,0.7066872443067129,1169.199951171875,1204.2759497070313,1134.1239526367187,v2.2,202608180606,v1.0.0,BULLISH,,2026-08-25 03:45:00,-3.2244229170629706,0.0,-3.3014007182645884,0.1,0.1,-3.4244229170629708,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 10:03:24.385049,2026-09-06 06:32:36.694470,1131.5,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,,,-3.4244229170629708,EQUITY,INFY.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 10:03:24.385049,2026-09-06 06:32:36.694470,,,TERMINAL,,4,35.07599853515626,35.07599853515626,0.12539999999999998,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,e3f32937919a22ce15236c82f8f0ded1cd6a850c72bbfd2246dcdcff6544e59c,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_SBIN_202608180715,2026-08-18 07:15:56.000000,SBIN,LONG,0.38280874778647034,0.6293,6.32,0.7880845224710648,1097.2,1130.116,1064.284,v2.2,v2.2,v1.0.0,SIDEWAYS,,2026-08-22 08:39:09,3.0,0.0,-3.7459008762361052,0.1,0.1,2.8,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-18 07:15:56.000000,2026-09-06 06:39:05.170716,1130.116,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,,,2.8,EQUITY,SBIN.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-18 07:15:56.000000,2026-09-06 06:39:05.170716,,,TERMINAL,,4,32.91599999999994,32.91599999999994,0.0632,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,906438197d2f1c5ec04b0949d75342ee2c1e44c0225a17d43d25c1a1ac9eec8c,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_ASIANPAINT_20260410_0,2026-04-09 18:30:00.000000,ASIANPAINT,LONG,0.75,0.75,0.5,1.0,2340.394775390625,2574.434252929688,2246.7789843749997,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-04-24 18:30:00,10.0,10.323267986660486,-3.3496389675344607,,,9.8,TARGET_HIT,,,2026-08-28 11:33:03.146592,2026-09-06 06:32:36.692482,2574.434252929688,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-04-09 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,93.61579101562529,234.03947753906277,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,4ece27ddb5069ce6413fa9b89338d7d6fc5957d4b11508ca5df73e9e066d57ed,,,,,,,1.0,,,2.499999999999995,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_ASIANPAINT_20260416_1,2026-04-15 18:30:00.000000,ASIANPAINT,LONG,0.75,0.75,0.5,1.0,2419.31005859375,2661.241064453125,2322.53765625,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-04-30 18:30:00,-4.0,6.724642045295148,-1.3975082885160433,,,-4.2,STOP_LOSS,,,2026-08-28 11:33:03.146592,2026-09-06 06:32:36.692482,2322.53765625,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,-4.0,,-4.2,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-04-15 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,96.77240234374995,241.9310058593751,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,abe93f23923319e25c9202e357c721fd602dc363137f283ee8b577e84e54925f,,,,,,,1.0,,,2.500000000000002,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_ASIANPAINT_20260508_2,2026-05-07 18:30:00.000000,ASIANPAINT,LONG,0.75,0.75,0.5,1.0,2577.537109375,2835.2908203125003,2474.435625,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-05-22 18:30:00,10.0,3.420429582806382,-3.008185957555473,,,9.8,TARGET_HIT,,,2026-08-28 11:33:03.146592,2026-09-06 06:32:36.692482,2835.2908203125003,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-05-07 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,103.10148437499993,257.7537109375003,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,7dd63900b6810583e1a03575be95dd8ce10f1d56e246e6e9332cc470e2e8d4a2,,,,,,,1.0,,,2.5000000000000044,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_ASTRAL_20260629_0,2026-06-28 18:30:00.000000,ASTRAL,SHORT,0.75,0.75,0.5,1.0,1365.851806640625,1229.2666259765626,1420.48587890625,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-07-13 18:30:00,10.0,1.9659385088539176,-4.184069829649646,,,9.8,TARGET_HIT,,,2026-08-28 11:33:03.146592,2026-09-06 06:32:36.692482,1229.2666259765626,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-06-28 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,54.634072265625036,136.58518066406236,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,39cd8dbdfea81903549d1f4dd747a62bd4c4cd590555bc2a4441b728656219b0,,,,,,,1.0,,,2.499999999999996,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_ASTRAL_20260709_1,2026-07-08 18:30:00.000000,ASTRAL,SHORT,0.75,0.75,0.5,1.0,1315.0316162109375,1183.5284545898437,1367.632880859375,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-07-23 18:30:00,-4.0,0.23053561401608264,-4.3092754776663575,,,-4.2,STOP_LOSS,,,2026-08-28 11:33:03.146592,2026-09-06 06:32:36.692482,1367.632880859375,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,-4.0,,-4.2,EQUITY,,,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-07-08 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,52.601264648437564,131.5031616210938,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,b7943f94a9bc353f493a918afadc64928cc9b87b7a00832dd6ca008afed7e12a,,,,,,,1.0,,,2.499999999999998,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_ASTRAL_20260813_2,2026-08-12 18:30:00.000000,ASTRAL,LONG,0.75,0.75,0.5,1.0,1589.5,1748.45,1525.9199999999998,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-08-27 18:30:00,10.0,0.0,-5.498585996480811,,,9.8,TARGET_HIT,,,2026-09-02 10:54:35.460921,2026-09-06 06:32:36.692482,1748.45,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-12 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,63.580000000000155,158.95000000000005,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,b2a1c7bd19d813569039437956183bae738d8abde48fa21faf5047d49ce4c976,,,,,,,1.0,,,2.4999999999999947,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_AXISBANK_20260624_0,2026-06-23 18:30:00.000000,AXISBANK,LONG,0.75,0.75,0.5,1.0,1383.43310546875,1521.776416015625,1328.0957812499998,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-07-08 18:30:00,10.0,1.2047470926713328,-5.741738082943707,,,9.8,TARGET_HIT,,,2026-09-02 10:54:35.460921,2026-09-06 06:32:36.692482,1521.776416015625,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-06-23 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,55.337324218750155,138.34331054687505,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,cee32345f6f365fb74d37db5b6ec6339590395e9dd810bb0a638ac0181453691,,,,,,,1.0,,,2.499999999999994,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_AXISBANK_20260709_1,2026-07-08 18:30:00.000000,AXISBANK,SHORT,0.75,0.75,0.5,1.0,1296.5999755859375,1166.9399780273438,1348.463974609375,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-07-23 18:30:00,-4.0,5.969460579319015,-3.9487948639710586,,,-4.2,STOP_LOSS,,,2026-09-02 10:54:35.460921,2026-09-06 06:32:36.692482,1348.463974609375,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,-4.0,,-4.2,EQUITY,,,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-07-08 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,51.8639990234376,129.65999755859366,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,8992274933bb16855407b4d817ed4873b55d9de7a821ef682a856f3944b8e870,,,,,,,1.0,,,2.4999999999999933,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_BAJFINANCE_20260707_0,2026-07-06 18:30:00.000000,BAJFINANCE,LONG,0.75,0.75,0.5,1.0,1042.5,1146.75,1000.8,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-07-21 18:30:00,10.0,0.9976042603417267,-4.642688193195443,,,9.8,TARGET_HIT,,,2026-09-02 10:54:35.460921,2026-09-06 06:32:36.692482,1146.75,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-07-06 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,41.700000000000045,104.25,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,12ccd045755a5f3bfbc723deaa07fea262689ea08b792f516e94e007694b65b9,,,,,,,1.0,,,2.4999999999999973,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_BAJFINANCE_20260717_1,2026-07-16 18:30:00.000000,BAJFINANCE,LONG,0.75,0.75,0.5,1.0,1056.300048828125,1161.9300537109375,1014.048046875,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-07-31 18:30:00,-4.0,1.704061267437171,-4.174953572142592,,,-4.2,STOP_LOSS,,,2026-09-02 10:54:35.460921,2026-09-06 06:32:36.692482,1014.048046875,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,-4.0,,-4.2,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-07-16 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,42.252001953125045,105.6300048828125,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,8a55f2a2f6c6ea54c3d436af4c64dfeb71e03d8431d126b06eff361edddcf3c9,,,,,,,1.0,,,2.4999999999999973,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_BAJFINANCE_20260731_2,2026-07-30 18:30:00.000000,BAJFINANCE,LONG,0.75,0.75,0.5,1.0,1141.199951171875,1255.3199462890625,1095.551953125,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-08-14 18:30:00,10.0,0.0,-5.02102429105192,,,9.8,TARGET_HIT,,,2026-09-02 10:54:35.460921,2026-09-06 06:32:36.692482,1255.3199462890625,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-07-30 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,45.647998046875045,114.1199951171875,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,3a9af99614485100811c9aff939b8d68e11b2faede75c9d2b5ffd199cc439c3c,,,,,,,1.0,,,2.4999999999999973,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_BALKRISIND_20260715_0,2026-07-14 18:30:00.000000,BALKRISIND,SHORT,0.75,0.75,0.5,1.0,2123.512451171875,1911.1612060546875,2208.4529492187503,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-07-29 18:30:00,10.0,6.503961240330576,-7.585905436790713,,,9.8,TARGET_HIT,,,2026-09-04 05:00:24.578272,2026-09-06 06:32:36.692482,1911.1612060546875,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-07-14 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,84.94049804687529,212.35124511718755,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,ecd261723a19edaaba580cbf877b38de63643710f79db9335e5ba4381e7a2d4b,,,,,,,1.0,,,2.499999999999992,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_BALKRISIND_20260721_1,2026-07-20 18:30:00.000000,BALKRISIND,SHORT,0.75,0.75,0.5,1.0,2034.32958984375,1830.8966308593751,2115.7027734375,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-08-04 18:30:00,-4.0,2.4051936163129604,-12.70543673329882,,,-4.2,STOP_LOSS,,,2026-09-04 05:00:24.578272,2026-09-06 06:32:36.692482,2115.7027734375,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,-4.0,,-4.2,EQUITY,,,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-07-20 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,81.37318359375013,203.43295898437486,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,2f5ddf5f372edce0850da1881b43803b4b1faff807abb33afd40839d1eab9d38,,,,,,,1.0,,,2.4999999999999942,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_BALKRISIND_20260730_2,2026-07-29 18:30:00.000000,BALKRISIND,LONG,0.75,0.75,0.5,1.0,2303.197265625,2533.5169921875004,2211.069375,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-08-13 18:30:00,10.0,10.476859189458947,-3.9205223377489005,,,9.8,TARGET_HIT,,,2026-09-04 05:00:24.578272,2026-09-06 06:32:36.692482,2533.5169921875004,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-07-29 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,92.12789062499996,230.31972656250036,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,c6a3690765b04a76e82a156abf1c59b9fc0cd3bf10f2704a12a39e2e875506b2,,,,,,,1.0,,,2.500000000000005,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_COFORGE_202608240939,2026-08-24 09:39:55.334857,COFORGE,LONG,0.5,0.5803340641688844,5.29,0.7181029124837963,1875.6,1931.868,1819.3319999999999,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-26 03:54:00,3.0000000000000018,3.1456587537821283,-0.250585177326584,0.1,0.1,2.8000000000000016,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:39:55.334857,2026-09-06 06:32:36.694470,1931.868,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,3.0000000000000018,0.1,2.8000000000000016,EQUITY,COFORGE.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 09:39:55.334857,2026-09-06 06:32:36.694470,,,TERMINAL,,4,56.26800000000003,56.26800000000003,0.0529,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,18b799560a4898842bba5cac4a4478b7d6da8ed63b2dc362895f172773f2e01f,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_DRREDDY_202608250436,2026-08-25 04:36:44.920792,DRREDDY,LONG,0.5,0.5734028347032236,2.86,0.8654785158587963,1190.9,1226.6270000000002,1155.173,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-31 09:45:00,-3.000000000000007,0.35267239784510945,-3.0649068423828694,0.1,0.1,-3.2000000000000073,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-25 04:36:44.920792,2026-09-06 06:32:36.694470,1155.173,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,STOP_LOSS,,True,,,,,-3.000000000000007,0.1,-3.2000000000000073,EQUITY,DRREDDY.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-25 04:36:44.920792,2026-09-06 06:32:36.694470,,,TERMINAL,,4,35.72700000000009,35.72700000000009,0.0286,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,44c979c7a8e7fcff335f1a2f2133bb93d1ee605a1ec49bfe97f1284fdcd973bf,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_WIPRO_202608241004,2026-08-24 10:04:56.126079,WIPRO,LONG,0.5,0.5892289773240841,0.62,0.7059439370729167,184.0,189.52,178.48,v2.2,202608180607,v1.0.0,BULLISH,,2026-08-25 08:45:00,-3.0271778935971465,0.0,-3.0271778935971465,0.1,0.1,-3.2271778935971467,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 10:04:56.126079,2026-09-06 06:39:05.170716,178.42999267578125,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,,,-3.2271778935971467,EQUITY,WIPRO.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 10:04:56.126079,2026-09-06 06:39:05.170716,,,TERMINAL,,4,5.52000000000001,5.52000000000001,0.0062,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,6372e814a9beb42931eb4bd888ff78b9c60333ca618daa97cabd9df56511937a,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_ABB_202608240938,2026-08-24 09:38:34.906715,ABB,LONG,0.5,0.5508343467984465,7.88,0.7187545707511573,7503.0,7728.09,7277.91,v2.2,202608180605,v1.0.0,BULLISH,,2026-09-02 04:18:00,-3.0000000000000018,2.612288417966147,-3.2253765160602423,0.1,0.1,-3.200000000000002,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:38:34.906715,2026-09-06 06:32:36.694470,7277.91,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,STOP_LOSS,,True,,,,,-3.0000000000000018,0.1,-3.200000000000002,EQUITY,ABB.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 09:38:34.906715,2026-09-06 06:32:36.694470,,,TERMINAL,,4,225.09000000000015,225.09000000000015,0.0788,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,a9680abad006ee39f4b82f92a185422bd998b22127b2bd66523cc40083b932f8,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_ACC_202608250435,2026-08-25 04:35:15.912708,ACC,LONG,0.5,0.6298159875218418,7.54,0.8662024774907406,1302.5,1341.575,1263.425,v2.2,202608180605,v1.0.0,BULLISH,,2026-09-02 03:45:00,-3.0000000000000036,2.7332034998800383,-3.109404990403071,0.1,0.1,-3.2000000000000037,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-25 04:35:15.912708,2026-09-06 06:32:36.694470,1263.425,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,STOP_LOSS,,True,,,,,-3.0000000000000036,0.1,-3.2000000000000037,EQUITY,ACC.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-25 04:35:15.912708,2026-09-06 06:32:36.694470,,,TERMINAL,,4,39.075000000000045,39.075000000000045,0.0754,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,a80941aa724ab40c81a2295264eb090035fc788221a5442c319559bebd302c78,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_ADANIGREEN_202608250435,2026-08-25 04:35:22.197697,ADANIGREEN,SHORT,0.5,0.6634389576619153,10.18,0.8661487980069444,1304.7,1265.559,1343.8410000000001,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-26 03:45:00,-3.0000000000000058,0.10730061867671077,-3.0045239836025486,0.1,0.1,-3.200000000000006,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-25 04:35:22.197697,2026-09-06 06:32:36.694470,1343.8410000000001,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,STOP_LOSS,,True,,,,,-3.0000000000000058,0.1,-3.200000000000006,EQUITY,ADANIGREEN.NS,EQUITY,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-08-25 04:35:22.197697,2026-09-06 06:32:36.694470,,,TERMINAL,,4,39.141000000000076,39.141000000000076,0.1018,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,0d7f5ac25b3da2c3cb804d3b843e8b064c80a7953c17092d084eecd0f96165bc,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
